COC(=O)CC1C(C)(C)C(OC(C)=O)C2[C@H](OC(C)=O)[C@]34O[C@]2(O)[C@]1(C)C3CC[C@]1(C)C4=CC(=O)OC1c1ccoc1
O=C1C2C3C=CC(C2C(=O)N1C1CCCCC1)C1C2C(=O)N(C4CCCCC4)C(=O)C2C31
CCC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@]2(O)C(C[C@H](O)C2(C)C)[C@](C)(O)[C@H]2CC[C@@H]3[C@@H](O)[C@]12C[C@@]3(C)O
c1ccc(-c2nnn(C34CC5CC(CC(C5)C3)C4)n2)cc1
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O
CCNc1nc(C23CC4CC(CC(C4)C2)C3)cs1
C=C1CC[C@@H]2O[C@@]2(C)CC[C@H]2[C@H]1CC2(C)C
CC(=O)OC1CC2C(C)(C)C(=O)C3OC3[C@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C4OC43[C@]12C
COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)N(c4ccccc4)C(=O)C3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
CCOC1(OCC)C(c2ccc(Cl)cc2)C(C#N)(C#N)C1(OCC)OCC
NC(=O)[C@@H]1CCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CO)C(=O)N1
SC1=[NH+]C2=C(C(c3ccc(Br)cc3)N1)[NH+]1CCC2CC1
O=C(c1ccc(N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1)N1CCOCC1
O=C(Nc1ccc(Oc2ccc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1
N#CC1=C([NH3+])N2C(=C(C#N)C13CCCCC3)SC1CCCCC12O
O=C1C2C3C=CC(C2C(=O)N1c1cccc(O)c1)C1C2C(=O)N(c4cccc(O)c4)C(=O)C2C31
Fc1ccc(C2NC(S)=[NH+]C3=C2[NH+]2CCC3CC2)cc1
CC1CC[C@@]2(C(=O)[O-])CCC3(C)C(=CCC4[C@]5(C)CC(O)C(O)[C@](C)(CO)C5C(O)C[C@@]43C)C2C1C
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12
CCO[C@@H]1OC(C(=O)N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)=C[C@H](c2ccc3c(c2)OCO3)[C@H]1CCCO
CCO[C@H]1OC(C(=O)N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)=C[C@@H](c2ccc3c(c2)OCO3)[C@@H]1CCCO
